taxon;age;details;formal_substage_or_regional_stage;species;notes;max;min;midpoint;locality;stratigraphy;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Semionotus_elegans;Hettangian-Sinemurian;;;;long-ranging genus;201	4;192	9;197	15;Newark Basin	 New Jersey	 USA ;Towaco and Boonton Formations	 Agawam Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Stegotrachelus_finlayi;Givetian ;late Givetian;late Givetian;;;380	3;378	9;379	6;Ness of Sound & Dunrossness	 Shetland	 Scotland;Brindister Flags Formation	 Middle Old Red Sandstone;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Styloichthys_changae;Lochkovian;late Lochkovian;;;;419;412	4;415	7;Xitun	 Qujing	 East Yunnan	 China;Xitun Formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Styracopterus_fulcratus;Visean;;Holkerian (equiv to Tulian);;;340;336;338;Tarras Waterfoot	 River Esk	 Eskdale	 Dumfriesshire	 Scotland;Calciferous Sandstone Series	 Cementstone Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanaocrossus_kalliokoskii;Carnian;;;;;237;233	6;235	3;Dolores River Canyon	 Locality A	 nr. Bedrock	 Montrose Country	 Colorado	 USA;upper portion of Chinle Formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tegeolepis_clarki;Famennian;late/end Famennian;;late expansa- early praesulcata conodont zones;;363	4;360	1;361	75;Skinners Run	 nr Brooklyn Heights	 Ohio	 USA;Cleveland Shale Member	 Ohio Shale;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tetragonolepis_oldhami;Toarcian-Aalenian;;;;;184	2;170	9;177	55;Pranhita-Godavari Vally	 Maharashtra	 India;Kota Formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tetragonolepis_semicincta;Toarcian;lower Toarcian;;"Falciferum ammonoid zone (elegantulum	 elegans	 exaratum subzones); tenuicostratum ammonoid zone";;184	2;179	9;182	05;South and Northwestern Germany;Posidonia Shales;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Venusichthys_comptus;Anisian;;Pelsonian;;;243	4;244;243	7;Luoping	 Yunnan	 China ;second (upper) member of Guanling Formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Watsonulus_eugnathoides;Induan-Olenekian;;middle Dienerian to early Smithian ;;;250	5;248	1;249	3;Ambibole Basin	 NW Madagascar;"NW: ‘Couches a Poissons et a Ammonites’ (‘Fish and Ammonite Beds’) of the Sakamena Group; SW: Middle Sakamena Formation";;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wendyichthys_dicksoni;Serpukhovian;late Serpukhovian;Namurian e2b = lower Arnsbergian;;;326;325;325	5;southwest of Becket	 Fergus County	 Montana;Bear Gulch Limestone member of the Heath Formation	 Big Snowy Group;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Woodichthys_bearsdeni;Serpukhovian;early Serpukhovian;;;;330	3;327;328	65;Manse Burn	 Bearsden	 nr Glasgow	 Scotland;Hosie Limestone Facies	 Shrimp Member	 Manse Burn Formation;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
