Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	turnover
1530	-11028.59	-9269.398	-1759.187	2.048344	0.002138734	0.002205737	0.0379371	0.02213668	9	495.9629	0.298978	0.660058	1.07115	1.96981	0.04014283	0.9450528
1540	-11027.47	-9261.577	-1765.888	2.370021	0.002036541	0.002241962	0.03246048	0.0213878	8	495.8265	0.333777	0.689359	1.07699	1.89988	0.03470244	0.9353947
1550	-11024.72	-9259.808	-1764.914	2.028477	0.002144121	-0.002013101	0.04422725	0.02521367	7	496.8656	0.296651	0.658008	1.07069	1.97466	0.04221415	1.047688
1560	-11025.47	-9256.413	-1769.057	1.90769	0.002036277	0.001140882	0.04183309	0.02095377	6	500.4792	0.282001	0.644824	1.0675	2.00568	0.04297397	0.9734518
1570	-11009.97	-9262.199	-1747.775	3.147533	0.002209895	0.001830194	0.0358448	0.02666432	10	499.7593	0.400363	0.739383	1.08315	1.7771	0.03767499	0.9514215
1580	-11029.85	-9263.444	-1766.404	2.905333	0.002044173	-0.002025026	0.04173981	0.02436705	6	501.7325	0.381803	0.726148	1.08201	1.81004	0.03971479	1.050989
1590	-11018.87	-9252.264	-1766.605	2.465446	0.001915009	-0.001567893	0.0418603	0.02581525	7	503.3306	0.343156	0.696855	1.07822	1.88177	0.0402924	1.038913
1600	-11016.44	-9258.715	-1757.725	2.477669	0.002000418	0.002246349	0.03614452	0.02982841	8	505.5758	0.344329	0.697781	1.07837	1.87952	0.03839087	0.9414874
1610	-11011.91	-9247.206	-1764.701	2.334947	0.002014557	0.003518191	0.03666944	0.02478972	8	502.4209	0.330228	0.68648	1.07649	1.9068	0.04018763	0.9124559
1620	-11022.45	-9252.667	-1769.778	1.998974	0.001876934	0.006113529	0.03388121	0.02410971	7	504.1604	0.293152	0.654905	1.06996	1.98198	0.03999474	0.8471417
1630	-11019.95	-9257.914	-1762.039	2.455152	0.002034849	0.001378711	0.03520409	0.02544808	10	503.0675	0.342163	0.696069	1.0781	1.88367	0.0365828	0.9623126
1640	-11023.54	-9244.695	-1778.843	2.389212	0.001956864	0.003968989	0.03247357	0.02074095	7	508.3585	0.335695	0.690905	1.07725	1.89615	0.03644256	0.8910892
1650	-11016.05	-9238.108	-1777.943	2.094569	0.001852223	-0.002089777	0.04329507	0.02437646	5	511.5759	0.304308	0.664707	1.07219	1.9588	0.04120529	1.050716
1660	-11021.98	-9232.857	-1789.118	1.997331	0.001805757	0.002934453	0.03074445	0.02320198	6	512.8505	0.292956	0.65473	1.06992	1.98239	0.0336789	0.9128697
1670	-11029.75	-9236.138	-1793.613	2.344007	0.001874732	0.002892075	0.03925954	0.01957567	5	513.6904	0.33115	0.68723	1.07662	1.905	0.04215161	0.9313887
1680	-11037.41	-9234.73	-1802.677	3.041344	0.001778255	-0.00076237	0.03715009	0.02159736	5	517.3752	0.392435	0.733792	1.08271	1.79106	0.03638772	1.020951
1690	-11042.42	-9235.695	-1806.729	2.13409	0.001796264	0.003575196	0.03367845	0.0190178	6	517.3021	0.308772	0.668555	1.07301	1.94966	0.03725364	0.904031
1700	-11038.76	-9238.465	-1800.292	2.254194	0.001830384	0.001376223	0.02922892	0.0231149	7	517.3764	0.32184	0.679581	1.07522	1.92336	0.03060515	0.9550329
1710	-11016.9	-9232.208	-1784.688	2.544243	0.001971642	0.002815538	0.0334271	0.02258519	8	521.7668	0.350611	0.7027	1.07911	1.86758	0.03624264	0.9223142
1720	-10987.33	-9189.243	-1798.09	3.133611	0.001818863	0.00416899	0.03247665	0.01953533	6	523.1327	0.399341	0.738667	1.0831	1.77889	0.03664564	0.886235
1730	-10993.56	-9190.109	-1803.448	1.954928	0.00184935	0.00321621	0.02767902	0.02487372	7	522.2439	0.287834	0.650134	1.06882	1.99321	0.03089523	0.8958995
1740	-10990.24	-9197.445	-1792.791	2.340772	0.001860262	0.001268809	0.03555833	0.02140533	8	523.4309	0.330821	0.686963	1.07657	1.90564	0.03682714	0.9655469
1750	-10997.16	-9199.21	-1797.954	2.293547	0.001803724	0.001222662	0.03355949	0.01866823	7	525.5428	0.325966	0.682992	1.07586	1.91518	0.03478215	0.964848
1760	-11002.37	-9194.825	-1807.55	1.764888	0.001822895	0.0008214703	0.03268026	0.01781784	7	526.3259	0.263498	0.627432	1.06282	2.04625	0.03350173	0.9754798
1770	-11005.28	-9189.081	-1816.195	1.908562	0.0017366	0.001285269	0.02712729	0.02246739	6	527.5793	0.28211	0.644924	1.06752	2.00544	0.02841256	0.954764
1780	-10999.88	-9183.293	-1816.582	1.960107	0.00165474	0.003072853	0.03533392	0.02040307	4	526.1099	0.288466	0.650703	1.06896	1.99187	0.03840678	0.9199919
1790	-10985.82	-9179.121	-1806.701	2.391416	0.001841779	0.0007118734	0.03596742	0.02056475	6	526.2828	0.335914	0.691081	1.07728	1.89572	0.0366793	0.980592
1800	-11011.26	-9203.378	-1807.88	2.256025	0.001724013	-0.002411482	0.04127133	0.02058711	5	528.0576	0.322034	0.679742	1.07525	1.92297	0.03885984	1.062056
1810	-10985.25	-9177.299	-1807.948	1.924374	0.001720735	0.004549879	0.03051829	0.0236634	5	528.8742	0.284077	0.646723	1.06798	2.00122	0.03506817	0.8702561
1820	-10993.29	-9185.764	-1807.529	2.905336	0.001836912	0.007130453	0.02817143	0.02260916	6	530.3444	0.381803	0.726148	1.08201	1.81004	0.03530189	0.798015
1830	-10980.93	-9191.984	-1788.945	2.492451	0.001867537	0.004434653	0.03770896	0.02297371	7	527.099	0.34574	0.698892	1.07854	1.87683	0.04214361	0.8947728
1840	-10994.94	-9188.365	-1806.572	2.587967	0.001926748	0.002050201	0.04135032	0.01772585	5	527.9268	0.354641	0.70582	1.07956	1.85998	0.04340052	0.9527609
1850	-10982.78	-9187.227	-1795.548	2.447609	0.001929688	-0.0003342432	0.0366397	0.01825169	8	529.452	0.341433	0.695489	1.07801	1.88507	0.03630546	1.009206
1860	-11006.14	-9199.058	-1807.081	2.832708	0.001825486	0.002474882	0.04369277	0.01851405	6	530.1216	0.375891	0.721824	1.08155	1.82073	0.04616765	0.9463936
1870	-10996.03	-9191.354	-1804.679	2.732752	0.001819739	0.0004092708	0.03661617	0.02096621	5	532.3442	0.367469	0.715568	1.08084	1.83613	0.03702544	0.9889462
1880	-10993.08	-9199.872	-1793.205	2.279548	0.001999806	-0.004368812	0.03912091	0.02193427	9	535.5994	0.324507	0.681789	1.07563	1.91807	0.0347521	1.125714
1890	-10995.67	-9210.315	-1785.357	2.878262	0.00184823	0.00418265	0.03644444	0.01870352	9	535.0567	0.379619	0.724557	1.08184	1.81398	0.04062709	0.8970478
1900	-10987.49	-9200.898	-1786.588	1.958041	0.001827733	-0.0001717773	0.04298968	0.02492696	10	537.987	0.288214	0.650476	1.0689	1.99241	0.0428179	1.004012
1910	-10987.61	-9203.038	-1784.575	2.368688	0.001975888	0.002428105	0.03415937	0.0251151	9	536.5519	0.333643	0.68925	1.07697	1.90014	0.03658747	0.9336356
1920	-10993.37	-9205.323	-1788.044	1.849775	0.001996377	0.002998598	0.02840498	0.02198171	9	534.311	0.274658	0.638025	1.06573	2.02158	0.03140358	0.9045141
1930	-11006.23	-9226.752	-1779.478	2.36106	0.001843708	0.004553726	0.03492198	0.02129277	10	538.1376	0.332875	0.68863	1.07686	1.90163	0.0394757	0.8846448
1940	-11001.13	-9211.406	-1789.723	2.280053	0.002123312	0.002518717	0.03670652	0.02310891	8	537.296	0.32456	0.681833	1.07564	1.91796	0.03922524	0.9357884
1950	-11002.84	-9208.764	-1794.077	2.659744	0.001768132	3.517995e-05	0.03343141	0.02167074	7	538.3116	0.361097	0.71076	1.08023	1.84791	0.03346659	0.9989488
1960	-11012.17	-9201.937	-1810.233	1.891528	0.001781301	0.002347177	0.03884318	0.01867248	5	535.2889	0.279973	0.64296	1.06702	2.01004	0.04119036	0.9430163
1970	-11018.09	-9207.125	-1810.964	2.602187	0.001969598	0.001902297	0.02631494	0.0221386	5	534.6097	0.355936	0.706816	1.0797	1.85755	0.02821724	0.9325839
1980	-11005.84	-9200.022	-1805.818	1.99389	0.001665055	0.002990368	0.03218015	0.02332112	7	533.2397	0.292544	0.654362	1.06984	1.98326	0.03517051	0.9149752
1990	-11007.86	-9191.171	-1816.692	2.718814	0.001689148	0.000252059	0.03121965	0.02336915	6	533.4027	0.366267	0.714667	1.08073	1.83834	0.03147171	0.9919909
2000	-11015.87	-9191.412	-1824.455	2.510596	0.001802144	0.0004014456	0.03153646	0.01815866	5	531.9352	0.347459	0.70024	1.07875	1.87355	0.03193791	0.9874304
2010	-11023.55	-9191.578	-1831.977	2.219754	0.0016531	0.004627451	0.03172696	0.01773232	5	528.1854	0.318168	0.676517	1.07463	1.93069	0.03635441	0.8727128
2020	-11011.15	-9181.693	-1829.455	2.514367	0.001710262	0.001949641	0.03558165	0.02277147	3	526.1974	0.347815	0.700519	1.07879	1.87288	0.03753129	0.9480529
2030	-11032.01	-9202.611	-1829.403	2.201423	0.001691629	0.006347054	0.02954454	0.01956402	4	529.0635	0.316189	0.674855	1.0743	1.93466	0.0358916	0.8231604
2040	-11012.05	-9188.361	-1823.686	2.339867	0.00176713	0.005135066	0.03196462	0.02059575	5	528.6093	0.330729	0.686888	1.07656	1.90582	0.03709969	0.8615874
2050	-11014.27	-9197.015	-1817.258	2.429452	0.001763784	0.005239957	0.03127937	0.02009556	7	529.6433	0.339664	0.694083	1.07778	1.88847	0.03651933	0.8565155
2060	-11001.24	-9182.09	-1819.147	2.277936	0.00161108	0.001736293	0.0300425	0.01797645	7	529.3694	0.324339	0.68165	1.07561	1.9184	0.03177879	0.9453632
2070	-11008.38	-9194.289	-1814.094	2.774562	0.001824669	0.001570843	0.03315857	0.01965768	7	531.2931	0.371033	0.718229	1.08115	1.82959	0.03472941	0.9547691
2080	-11004.29	-9185.297	-1818.995	2.290062	0.001706486	-0.002259378	0.03081174	0.02141091	7	530.5731	0.325604	0.682694	1.0758	1.9159	0.02855236	1.079131
2090	-11001.09	-9180.767	-1820.326	1.990019	0.001685427	0.001002645	0.03837205	0.02156789	6	525.1734	0.29208	0.653948	1.06974	1.98423	0.03937469	0.9745358
2100	-10992.86	-9187.353	-1805.509	2.240038	0.001743103	0.00107272	0.03066918	0.02110102	8	524.9586	0.320338	0.678331	1.07498	1.92635	0.0317419	0.9662049
2110	-11001.06	-9191.345	-1809.712	2.767832	0.001899801	-0.001437154	0.02946829	0.02224678	6	520.0928	0.370463	0.717805	1.0811	1.83063	0.02803113	1.05127
2120	-10991.34	-9183.029	-1808.314	2.196521	0.001803635	0.004818059	0.03779739	0.01719888	6	520.0224	0.315657	0.674407	1.07421	1.93573	0.04261545	0.886941
2130	-10995.1	-9201.56	-1793.538	2.206486	0.001724203	0.00169398	0.03685197	0.02387918	7	515.8936	0.316737	0.675316	1.07439	1.93356	0.03854595	0.956053
2140	-10986.81	-9191.692	-1795.122	2.028165	0.001921234	0.001569859	0.04051104	0.01998143	8	518.5838	0.296614	0.657976	1.07068	1.97473	0.0420809	0.9626943
2150	-10973.77	-9180.639	-1793.136	3.504427	0.001799713	-0.001643688	0.03751342	0.02184683	9	520.9761	0.424876	0.756116	1.08408	1.73493	0.03586974	1.045824
2160	-10957.51	-9169.873	-1787.635	2.032983	0.001762544	0.002286106	0.03506441	0.02296359	8	515.2216	0.29718	0.658476	1.07079	1.97355	0.03735052	0.9387932
2170	-10961.07	-9169.608	-1791.462	2.056287	0.001942447	0.002776002	0.03110648	0.02115006	7	506.6584	0.299902	0.660869	1.07134	1.96789	0.03388248	0.9180697
2180	-10980.58	-9191.005	-1789.571	2.669431	0.001953919	0.001795722	0.0261007	0.0272501	7	508.0831	0.361953	0.71141	1.08031	1.84632	0.02789642	0.9356289
2190	-10968.85	-9174.566	-1794.284	1.861807	0.001832865	0.002825885	0.03186737	0.02240163	7	514.3603	0.276201	0.639465	1.06611	2.01822	0.03469326	0.9185466
2200	-10973.59	-9177.214	-1796.376	2.263626	0.001972942	-0.00266249	0.03066939	0.02095144	8	507.3462	0.322836	0.680407	1.07538	1.92138	0.0280069	1.095065
2210	-10970.65	-9164.898	-1805.749	2.097532	0.001898636	0.001018803	0.03416773	0.01963489	7	508.1315	0.304646	0.665	1.07225	1.95811	0.03518654	0.9710457
2220	-10979.41	-9182.129	-1797.278	2.195703	0.00168535	0.003906865	0.02896062	0.02224152	8	508.1814	0.315568	0.674332	1.0742	1.93591	0.03286748	0.8811328
2230	-10972.6	-9182.07	-1790.527	2.140945	0.001847196	-0.00138673	0.03389019	0.02238848	10	512.1631	0.309538	0.669211	1.07315	1.9481	0.03250346	1.042664
2240	-10980.62	-9174.425	-1806.197	1.568499	0.001681515	0.0008679408	0.03364366	0.0266989	9	515.9033	0.235713	0.599575	1.0542	2.11051	0.0345116	0.9748508
2250	-10976.92	-9170.801	-1806.118	3.024874	0.001718127	0.003894392	0.03516985	0.01943254	9	514.5859	0.391177	0.732896	1.08264	1.79329	0.03906424	0.900308
2260	-10977.73	-9174.023	-1803.706	2.698313	0.001855667	0.006974262	0.03032795	0.02277352	7	511.673	0.364487	0.713327	1.08056	1.84163	0.03730221	0.8130335
2270	-10977.28	-9171.223	-1806.06	2.100305	0.001703961	0.001255129	0.03309986	0.01980061	6	509.251	0.304961	0.665273	1.07231	1.95746	0.03435499	0.9634659
2280	-10971.09	-9163.226	-1807.863	2.691992	0.001770786	-0.003634019	0.03501613	0.01789737	7	508.403	0.363935	0.71291	1.08051	1.84265	0.03138211	1.115799
2290	-10972.24	-9166.305	-1805.934	2.067233	0.001779619	0.0005251328	0.02972521	0.02226005	7	507.2028	0.30117	0.661978	1.07158	1.96527	0.03025034	0.9826404
2300	-10963.14	-9155.946	-1807.193	2.604856	0.001771744	0.002142576	0.03261316	0.0198973	8	506.5038	0.356178	0.707002	1.07972	1.8571	0.03475573	0.9383533
2310	-10962.91	-9157.239	-1805.676	1.611738	0.001689399	0.004021639	0.02814675	0.02303176	9	509.1182	0.242079	0.606157	1.05636	2.0954	0.03216839	0.8749816
2320	-10951.94	-9146.979	-1804.96	2.204243	0.00176094	0.005474263	0.02742783	0.02265504	9	508.807	0.316494	0.675112	1.07435	1.93404	0.03290209	0.8336196
2330	-10968.29	-9171.287	-1797.005	2.138705	0.001753309	0.005970318	0.03469804	0.02061588	9	508.6691	0.309288	0.668997	1.0731	1.94861	0.04066836	0.853195
2340	-10976.88	-9179.719	-1797.16	2.639856	0.001805161	0.005214317	0.03525098	0.01964335	9	509.5249	0.359328	0.709413	1.08005	1.85121	0.0404653	0.871141
2350	-10969.53	-9169.706	-1799.827	2.688951	0.00179201	0.007781738	0.03701898	0.02282375	8	508.8867	0.363669	0.712709	1.08048	1.84314	0.04480072	0.8263033
2360	-10963.06	-9161.14	-1801.922	1.73918	0.00168792	0.004261661	0.03540906	0.02351992	8	511.1751	0.260021	0.624065	1.06185	2.05407	0.03967072	0.8925741
2370	-10962.28	-9161.374	-1800.91	2.045981	0.001909779	0.001706581	0.03139898	0.02163438	7	511.1832	0.298702	0.659816	1.0711	1.97038	0.03310556	0.9484503
2380	-10964.89	-9159.569	-1805.323	1.85993	0.001743498	0.0005962861	0.03773577	0.02036757	6	509.99	0.275961	0.639241	1.06605	2.01874	0.03833206	0.9844442
2390	-10951.88	-9156.094	-1795.784	2.27057	0.001843995	0.003790099	0.03375487	0.02011501	7	506.6594	0.323566	0.681012	1.07549	1.91993	0.03754496	0.8990517
2400	-10950.58	-9156.963	-1793.612	1.978144	0.001885364	-0.001065371	0.03929963	0.02435086	9	505.7793	0.290652	0.652669	1.06943	1.98725	0.03823426	1.027864
2410	-10946.11	-9166.29	-1779.819	2.246265	0.002018267	0.003901536	0.03614851	0.01936101	10	504.7437	0.321	0.678882	1.07509	1.92503	0.04005004	0.9025835
2420	-10956.28	-9158.013	-1798.265	2.037358	0.001808437	-0.001060733	0.03032909	0.02212492	9	504.0079	0.297694	0.658928	1.0709	1.97248	0.02926836	1.036242
2430	-10946.86	-9157.458	-1789.401	2.287115	0.001789353	-0.002358391	0.03762818	0.02341133	10	504.1208	0.325297	0.682441	1.07576	1.91651	0.03526979	1.066867
2440	-10974.39	-9184.846	-1789.543	1.932128	0.001612746	-0.0003213913	0.03229475	0.01950897	9	505.318	0.285036	0.647597	1.06819	1.99917	0.03197336	1.010052
2450	-10952.18	-9147.743	-1804.432	2.305728	0.001758499	0.004339944	0.0300303	0.02336977	10	507.6646	0.327229	0.684029	1.07605	1.9127	0.03437025	0.8737296
2460	-10963.18	-9156.264	-1806.917	2.321271	0.001889297	-0.0002270405	0.0332673	0.02278832	8	510.7818	0.328829	0.685339	1.07628	1.90955	0.03304026	1.006872
2470	-10966.92	-9149.243	-1817.679	2.399704	0.001768384	0.005181496	0.03276551	0.01800361	7	511.8092	0.336737	0.691742	1.07739	1.89413	0.03794701	0.8634544
2480	-10952.73	-9152.579	-1800.154	2.108549	0.00168999	0.006802433	0.03046321	0.01937893	10	512.0767	0.305897	0.666081	1.07248	1.95554	0.03726564	0.817461
2490	-10963.24	-9143.71	-1819.525	2.529624	0.001685699	0.004000257	0.03761374	0.01974144	7	511.4471	0.349247	0.701638	1.07896	1.87016	0.04161399	0.9038723
2500	-10964.57	-9142.967	-1821.603	2.047944	0.001648719	0.00139868	0.03654914	0.01854512	7	512.5705	0.298931	0.660017	1.07114	1.96991	0.03794782	0.963142
2510	-10970.4	-9149.029	-1821.375	2.305414	0.001796953	-0.002352781	0.02855023	0.01905148	7	513.2488	0.327196	0.684002	1.07604	1.91276	0.02619745	1.08981
2520	-10962.48	-9152.304	-1810.173	1.920367	0.001768356	0.003383526	0.02955479	0.02189994	8	509.4094	0.28358	0.646269	1.06786	2.00229	0.03293832	0.8972769
2530	-10956.69	-9153.355	-1803.336	2.175909	0.001739369	0.004005895	0.03507616	0.02259683	8	501.3047	0.313406	0.672504	1.07383	1.94026	0.03908205	0.8975004
2540	-10948.75	-9154.575	-1794.175	2.19437	0.001872999	0.002531057	0.02852116	0.02337196	10	499.6031	0.315423	0.674209	1.07417	1.9362	0.03105222	0.9184903
2550	-10969.12	-9163.151	-1805.965	2.42074	0.001865326	0.004313174	0.02871193	0.02177349	8	496.6851	0.338811	0.693402	1.07767	1.89012	0.0330251	0.8693971
2560	-10961.98	-9164.665	-1797.316	2.143235	0.001723674	0.002744145	0.03085966	0.02130276	9	498.4263	0.309793	0.669429	1.07319	1.94758	0.0336038	0.9183383
2570	-10956.08	-9162.928	-1793.152	2.277841	0.001809565	-0.001984293	0.03242871	0.02026089	9	496.3887	0.324328	0.681642	1.07561	1.91842	0.03044442	1.065178
2580	-10958.69	-9157.93	-1800.758	2.167984	0.001806588	-0.001745087	0.03556939	0.0207757	8	492.7891	0.312535	0.671765	1.07368	1.94202	0.0338243	1.051593
2590	-10960.88	-9157.521	-1803.358	2.541422	0.001819524	0.002838179	0.03397489	0.02248628	7	493.1926	0.350349	0.702496	1.07908	1.86807	0.03681307	0.9229029
2600	-10954.82	-9163.465	-1791.356	2.384589	0.001624506	0.001602234	0.03266729	0.02148884	8	494.805	0.335234	0.690534	1.07719	1.89704	0.03426952	0.9532461
2610	-10940.3	-9159.115	-1781.182	1.982026	0.001831699	0.003046189	0.02968541	0.02231691	9	492.3702	0.29112	0.653089	1.06953	1.98626	0.0327316	0.9069343
2620	-10952.4	-9172.695	-1779.705	2.230988	0.00203001	-0.002756404	0.03489158	0.02557691	9	490.5114	0.319372	0.677525	1.07482	1.92828	0.03213517	1.085775
2630	-10946.28	-9178.352	-1767.932	2.564545	0.001921801	0.002112303	0.0352905	0.02195317	9	486.9372	0.352492	0.70416	1.07932	1.86402	0.03740281	0.9435255
2640	-10958.05	-9176.295	-1781.753	2.656126	0.001848231	0.0045331	0.03082103	0.01992843	8	489.5885	0.360776	0.710516	1.0802	1.84851	0.03535413	0.8717802
2650	-10948.99	-9172.342	-1776.65	1.964178	0.001752238	0.0009665857	0.03112607	0.0231919	9	488.1463	0.288961	0.65115	1.06907	1.99082	0.03209266	0.9698814
2660	-10962.85	-9182.247	-1780.608	2.630229	0.001886925	0.0009554775	0.03752474	0.01834538	9	486.3476	0.358466	0.708755	1.07996	1.85282	0.03848021	0.9751696
2670	-10963.23	-9187.552	-1775.68	2.45758	0.001997348	0.001395698	0.03606838	0.02110605	8	486.5083	0.342398	0.696254	1.07813	1.88322	0.03746408	0.9627457
2680	-10965.13	-9184.853	-1780.277	1.799222	0.001858484	0.004691337	0.04142231	0.02243434	8	488.7478	0.26807	0.631811	1.06405	2.03607	0.04611364	0.8982658
2690	-10956.62	-9175.166	-1781.458	2.196142	0.001885581	-0.0001785745	0.03496586	0.02172265	8	491.6469	0.315615	0.674372	1.0742	1.93581	0.03478729	1.005133
2700	-10965.33	-9174.683	-1790.645	2.353329	0.001908887	0.005909256	0.03218873	0.02675388	7	490.8007	0.332095	0.687997	1.07675	1.90315	0.03809799	0.8448932
2710	-10966.06	-9178.375	-1787.69	2.785966	0.001864338	0.006758522	0.03491008	0.01994296	7	490.8513	0.371995	0.718944	1.08123	1.82783	0.0416686	0.837803
2720	-10956.78	-9170.352	-1786.424	1.951146	0.001816069	0.003273936	0.03640826	0.02087932	7	490.7681	0.287372	0.649716	1.06872	1.99419	0.0396822	0.9174961
2730	-10952.9	-9168.142	-1784.763	1.976524	0.001923621	0.001900906	0.03278206	0.02619686	8	487.9542	0.290456	0.652494	1.06939	1.98766	0.03468297	0.9451919
2740	-10963.88	-9185.474	-1778.406	2.637127	0.001923004	-0.0001788613	0.03272443	0.0210927	9	487.2208	0.359084	0.709227	1.08003	1.85166	0.03254557	1.005496
2750	-10951.72	-9172.083	-1779.639	2.589484	0.001833137	0.006503436	0.03092645	0.02336077	9	489.4023	0.35478	0.705927	1.07958	1.85972	0.03742989	0.8262502
2760	-10964.91	-9184.611	-1780.304	1.98184	0.001790358	0.002168996	0.03170758	0.02564177	8	488.8503	0.291097	0.653069	1.06953	1.98631	0.03387657	0.9359736
2770	-10962.15	-9173.702	-1788.444	2.257612	0.001809239	-0.0004147693	0.02819448	0.0229589	9	486.7009	0.322202	0.679881	1.07528	1.92264	0.02777971	1.014931
2780	-10971.1	-9176.773	-1794.327	1.904158	0.00186499	0.002155488	0.0284072	0.02477962	8	488.9909	0.281559	0.644419	1.0674	2.00663	0.03056269	0.9294732
2790	-10961.41	-9175.103	-1786.309	2.432961	0.002123196	-0.002121518	0.03054268	0.02562736	8	488.5144	0.340007	0.694356	1.07782	1.88781	0.02842116	1.074646
2800	-10959.26	-9177.422	-1781.842	1.968102	0.00187051	0.004489315	0.03390258	0.02369732	7	483.0844	0.289437	0.651578	1.06917	1.98981	0.03839189	0.8830661
2810	-10964.51	-9183.173	-1781.334	2.454621	0.001872853	0.004946945	0.03037625	0.02528767	7	484.5964	0.342112	0.696028	1.07809	1.88377	0.0353232	0.859952
2820	-10953.01	-9181.549	-1771.463	2.535028	0.001947703	0.003265905	0.03658106	0.01980626	9	486.4341	0.349753	0.702032	1.07901	1.8692	0.03984697	0.9180388
2830	-10959.72	-9186.574	-1773.146	2.629645	0.001880637	0.001223957	0.03166342	0.02130562	9	491.7314	0.358413	0.708715	1.07996	1.85291	0.03288737	0.9627834
2840	-10952.48	-9171.819	-1780.662	1.987756	0.001717788	0.003660983	0.03737037	0.02220016	8	489.1088	0.291809	0.653705	1.06968	1.98481	0.04103135	0.9107759
2850	-10949.92	-9171.624	-1778.299	2.606892	0.00189516	-0.0008575641	0.04060257	0.02114411	8	492.1841	0.356362	0.707144	1.07974	1.85675	0.039745	1.021577
2860	-10951.86	-9178.835	-1773.03	2.199542	0.001805826	0.0007337711	0.03562441	0.02065476	9	491.6943	0.315985	0.674683	1.07427	1.93507	0.03635819	0.9798183
2870	-10945.52	-9175.884	-1769.638	2.033017	0.001940315	0.004123735	0.031554	0.0220735	11	494.952	0.297184	0.658479	1.07079	1.97354	0.03567773	0.8844171
2880	-10949.41	-9175.614	-1773.798	2.299587	0.001976142	0.002452522	0.04076873	0.02188161	11	493.9204	0.326593	0.683507	1.07595	1.91395	0.04322125	0.9432566
2890	-10942.15	-9172.637	-1769.515	2.051901	0.001994878	0.003724639	0.03717014	0.02344132	11	496.0143	0.299392	0.660422	1.07124	1.96895	0.04089477	0.9089214
2900	-10947.75	-9175.193	-1772.556	2.512185	0.001936097	0.002576207	0.03492806	0.02357499	10	494.2943	0.347609	0.700358	1.07876	1.87327	0.03750426	0.931309
2910	-10957.79	-9180.393	-1777.398	2.717107	0.001976547	0.002603375	0.0395933	0.02399584	6	498.6797	0.366119	0.714556	1.08071	1.83861	0.04219668	0.9383038
2920	-10942.52	-9168.325	-1774.197	2.443088	0.001910175	-0.002613377	0.03286113	0.02681144	8	498.9264	0.340994	0.695141	1.07795	1.88591	0.03024775	1.086399
2930	-10952.6	-9180.286	-1772.311	2.236542	0.00187533	0.004893869	0.02897399	0.02370299	9	501.0099	0.319965	0.67802	1.07492	1.92709	0.03386786	0.8555011
2940	-10944.42	-9167.87	-1776.549	1.813436	0.002049633	0.001318288	0.04408667	0.01903146	9	500.5102	0.26994	0.633586	1.06453	2.03194	0.04540496	0.970966
2950	-10934.15	-9161.292	-1772.857	2.247299	0.001853936	0.00438833	0.03802098	0.02230504	8	501.1092	0.32111	0.678974	1.0751	1.92481	0.04240931	0.8965244
2960	-10945.56	-9164.946	-1780.611	2.247336	0.001883368	-0.0001194811	0.03280012	0.02391169	8	497.5203	0.321114	0.678977	1.0751	1.92481	0.03268064	1.003656
2970	-10957.69	-9166.672	-1791.018	2.239124	0.00194991	-0.000106932	0.03871405	0.02068903	6	496.9947	0.32024	0.67825	1.07496	1.92655	0.03860711	1.00277
2980	-10953.73	-9171.734	-1781.992	1.569856	0.001847455	0.001741345	0.03356024	0.02062338	8	498.1394	0.235915	0.599785	1.05427	2.11003	0.03530159	0.9506723
2990	-10949.46	-9162.065	-1787.394	2.737253	0.001898887	-0.002161713	0.0373265	0.02112874	8	497.8429	0.367855	0.715858	1.08087	1.83542	0.03516479	1.061474
3000	-10954.98	-9160.33	-1794.655	2.2344	0.00195978	-0.0008510013	0.03840881	0.02181599	7	499.6659	0.319737	0.677829	1.07488	1.92755	0.03755781	1.022658
3010	-10957.86	-9175.945	-1781.918	1.684567	0.001764305	-0.001300661	0.03566946	0.02358622	8	499.7143	0.252478	0.616649	1.05964	2.07123	0.0343688	1.037844
3020	-10936.81	-9158.916	-1777.895	2.186744	0.001906547	0.001276213	0.03029411	0.02599178	9	497.4435	0.314592	0.673508	1.07403	1.93787	0.03157032	0.9595755
3030	-10944.95	-9168.464	-1776.491	2.186744	0.001809961	0.002456881	0.03063552	0.02174285	9	496.2623	0.314592	0.673508	1.07403	1.93787	0.0330924	0.9257569
3040	-10959.85	-9173.77	-1786.079	2.135591	0.001976273	-0.001275395	0.02954594	0.01846275	9	501.9653	0.30894	0.668699	1.07304	1.94932	0.02827055	1.045114
3050	-10948.42	-9155.479	-1792.942	2.45019	0.001814937	0.007700771	0.02807438	0.02110951	7	506.5713	0.341683	0.695688	1.07804	1.88459	0.03577515	0.7847453
3060	-10949.88	-9164.113	-1785.77	1.994437	0.001782788	0.001143625	0.02932143	0.02339526	7	508.9882	0.29261	0.654421	1.06985	1.98312	0.03046505	0.9624611
3070	-10957.6	-9167.265	-1790.33	2.701658	0.001852094	0.0002866806	0.03444142	0.02193151	7	517.4165	0.364778	0.713546	1.08059	1.84109	0.0347281	0.991745
3080	-10950.18	-9159.327	-1790.856	2.054783	0.001783636	0.001130277	0.03440632	0.02041632	9	516.1488	0.299728	0.660716	1.0713	1.96825	0.0355366	0.968194
