Iteration	Posterior	Likelihood	Prior	alpha_morpho	branch_rates	diversification	extinction_rate	fossil_samp_rate	num_samp_anc	origin_time	rates_morpho[1]	rates_morpho[2]	rates_morpho[3]	rates_morpho[4]	speciation_rate	turnover
3090	-10960.11	-9169.476	-1790.633	1.795299	0.00185013	-0.004437671	0.03997074	0.02290423	11	517.2738	0.267552	0.631317	1.06391	2.03722	0.03553307	1.124888
3100	-10953.23	-9165.163	-1788.067	2.242712	0.001919395	0.004461976	0.0340259	0.02298375	11	527.0372	0.320622	0.678568	1.07503	1.92578	0.03848788	0.884068
3110	-10969.48	-9172.867	-1796.613	1.984349	0.001812575	0.006220414	0.03070347	0.01827646	9	518.2821	0.291399	0.653339	1.06959	1.98567	0.03692389	0.8315342
3120	-10961.43	-9169.617	-1791.812	2.137263	0.001759524	0.0003284101	0.03488354	0.02328687	9	513.1185	0.309127	0.668859	1.07307	1.94894	0.03521195	0.9906733
3130	-10963.72	-9177.252	-1786.471	2.550653	0.001826596	0.0006380005	0.03590289	0.02247485	8	508.6565	0.351207	0.703163	1.07918	1.86645	0.03654089	0.9825401
3140	-10955.44	-9156.986	-1798.452	2.241239	0.001777014	0.003153648	0.03077778	0.02244337	8	501.9713	0.320466	0.678437	1.075	1.9261	0.03393142	0.9070582
3150	-10961.76	-9174.191	-1787.564	1.807209	0.001886821	-0.001845937	0.03797684	0.01863271	10	501.8699	0.269122	0.632811	1.06432	2.03375	0.0361309	1.05109
3160	-10961.41	-9170.525	-1790.887	2.196945	0.001845591	0.002552384	0.03013984	0.02032971	9	499.6346	0.315703	0.674445	1.07422	1.93563	0.03269222	0.9219269
3170	-10972.05	-9183.187	-1788.861	2.253268	0.00201127	0.001898497	0.03250617	0.01807323	9	499.6719	0.321742	0.6795	1.0752	1.92355	0.03440466	0.9448186
3180	-10961.62	-9158.686	-1802.936	1.971013	0.001730041	0.001796376	0.03386444	0.0237841	7	498.6862	0.28979	0.651895	1.06925	1.98907	0.03566082	0.949626
3190	-10967.78	-9175.845	-1791.934	2.357147	0.00169574	-0.002074576	0.03493567	0.02071249	9	499.9871	0.332481	0.68831	1.07681	1.9024	0.0328611	1.063132
3200	-10964.49	-9175.073	-1789.42	2.162402	0.001896778	-5.697841e-05	0.03998486	0.02271439	9	505.0736	0.311919	0.671242	1.07357	1.94327	0.03992788	1.001427
3210	-10962.85	-9175.351	-1787.501	2.113579	0.001899027	0.002506647	0.0313183	0.02386005	7	503.0295	0.306466	0.666572	1.07259	1.95437	0.03382495	0.9258935
3220	-10957.29	-9169.3	-1787.988	1.758692	0.001874547	0.003915596	0.03158777	0.02025353	8	508.8803	0.262664	0.626628	1.06259	2.04812	0.03550337	0.889712
3230	-10970.03	-9180.296	-1789.738	1.967773	0.001917692	0.003011008	0.03206667	0.02124824	7	518.0117	0.289397	0.651542	1.06916	1.9899	0.03507768	0.9141617
3240	-10963.39	-9176.959	-1786.432	1.682265	0.001834168	-0.001202343	0.03730188	0.02445722	8	519.6575	0.252156	0.616328	1.05955	2.07197	0.03609954	1.033306
3250	-10954.85	-9171.963	-1782.89	2.23114	0.001973173	0.002385935	0.03664998	0.02360043	9	518.4965	0.319388	0.677538	1.07483	1.92825	0.03903592	0.9388785
3260	-10965.62	-9173.643	-1791.977	2.108956	0.001901277	0.003503303	0.04553444	0.02197597	8	511.34	0.305943	0.666121	1.07249	1.95544	0.04903774	0.928559
3270	-10965.24	-9181.237	-1784.006	2.259956	0.00195413	-0.001515555	0.03824291	0.02327188	6	505.8584	0.322449	0.680086	1.07532	1.92215	0.03672735	1.041265
3280	-10966.36	-9187.495	-1778.861	2.254588	0.00195009	0.005207703	0.03171629	0.02136069	7	500.8304	0.321882	0.679616	1.07523	1.92328	0.03692399	0.8589615
3290	-10965.54	-9180.109	-1785.43	1.828991	0.001869881	0.0008675712	0.03500762	0.02234695	6	501.1549	0.27197	0.635503	1.06506	2.02747	0.03587519	0.975817
3300	-10949.49	-9170.457	-1779.037	2.187839	0.001771012	0.006179551	0.0327847	0.02428289	7	503.9065	0.314711	0.673609	1.07405	1.93763	0.03896426	0.8414046
3310	-10963.89	-9173.188	-1790.7	1.934025	0.002017515	0.002262611	0.03450494	0.02108464	6	504.5564	0.28527	0.64781	1.06825	1.99867	0.03676755	0.9384618
3320	-10968.61	-9175.283	-1793.327	2.289119	0.001946219	0.0003331492	0.03152744	0.02107169	7	509.4789	0.325506	0.682613	1.07579	1.91609	0.03186059	0.9895435
3330	-10971.98	-9175.993	-1795.992	1.98316	0.001651916	0.001847516	0.03208268	0.02225739	8	508.8584	0.291256	0.653211	1.06956	1.98597	0.03393019	0.9455495
3340	-10969.75	-9169.951	-1799.794	2.497023	0.001905057	0.001411745	0.03267827	0.01848559	8	510.5491	0.346174	0.699233	1.07859	1.876	0.03409001	0.9585877
3350	-10964.61	-9171.22	-1793.388	2.107535	0.00184749	-0.000730923	0.02992378	0.02177584	10	516.8788	0.305782	0.665982	1.07246	1.95577	0.02919286	1.025038
3360	-10964.95	-9170.017	-1794.932	2.524936	0.001919919	0.002016988	0.030058	0.025701	9	518.4969	0.348808	0.701295	1.07891	1.87099	0.03207499	0.9371165
3370	-10963.65	-9165.92	-1797.728	2.389554	0.001942658	0.0003386117	0.03861518	0.01947875	8	513.9108	0.335729	0.690932	1.07726	1.89608	0.03895379	0.9913073
3380	-10959.34	-9149.044	-1810.297	2.423696	0.001862358	0.002221688	0.03112566	0.02525193	7	507.8277	0.339101	0.693633	1.07771	1.88956	0.03334735	0.9333774
3390	-10956.4	-9150.088	-1806.315	2.217147	0.001717983	0.0002125653	0.03399065	0.01866216	7	504.704	0.317887	0.676282	1.07458	1.93125	0.03420321	0.9937852
3400	-10966.42	-9156.214	-1810.208	2.248572	0.001724902	0.004438974	0.03501266	0.0235089	6	503.0286	0.321245	0.679086	1.07512	1.92454	0.03945163	0.8874831
3410	-10972.42	-9171.697	-1800.722	2.544757	0.00174151	0.003736237	0.03217101	0.01859149	8	509.7449	0.350659	0.702738	1.07912	1.86748	0.03590725	0.8959475
3420	-10956.13	-9159.49	-1796.641	2.581029	0.001739009	0.003734413	0.03729352	0.01952729	8	514.9017	0.354007	0.705331	1.07949	1.86117	0.04102793	0.9089788
3430	-10979.19	-9165.485	-1813.701	1.793044	0.001888651	-0.001867167	0.04507164	0.02118561	6	508.1064	0.267253	0.631033	1.06383	2.03788	0.04320447	1.043217
3440	-10980.05	-9171.857	-1808.194	2.17468	0.001709466	0.0001497913	0.03970226	0.02130314	7	501.2539	0.313271	0.67239	1.0738	1.94054	0.03985205	0.9962413
3450	-10967.87	-9168.565	-1799.306	2.611331	0.001726223	0.004579044	0.029802	0.0210932	7	510.5537	0.356764	0.707452	1.07979	1.856	0.03438104	0.8668148
3460	-10967.75	-9160.688	-1807.06	2.509872	0.001698351	0.002188671	0.03054717	0.02036796	7	515.6719	0.347391	0.700187	1.07874	1.87368	0.03273584	0.9331414
3470	-10964.56	-9153.117	-1811.441	2.291709	0.001784146	0.003844167	0.03545699	0.02235684	7	518.1084	0.325775	0.682835	1.07583	1.91556	0.03930115	0.9021869
3480	-10958.36	-9165.724	-1792.638	1.794039	0.001749692	0.0001802699	0.03591703	0.02102922	9	519.6564	0.267385	0.631158	1.06386	2.03759	0.0360973	0.995006
3490	-10962.35	-9164.774	-1797.574	2.09979	0.001964145	0.006055322	0.03210582	0.01687652	9	522.4182	0.304903	0.665222	1.0723	1.95758	0.03816114	0.8413223
3500	-10954.44	-9159.452	-1794.984	2.405091	0.001760505	0.006206369	0.03227361	0.02338832	10	526.5358	0.33727	0.692169	1.07747	1.8931	0.03847998	0.8387117
3510	-10956.5	-9150.843	-1805.656	2.313102	0.001664038	0.00396052	0.03352532	0.01856806	10	539.6439	0.327989	0.684652	1.07616	1.9112	0.03748584	0.8943463
3520	-10953.11	-9150.79	-1802.315	2.190756	0.001699412	0.003158083	0.03080773	0.02114229	9	532.5432	0.315029	0.673877	1.0741	1.93699	0.03396582	0.9070217
3530	-10959.23	-9163.755	-1795.475	2.132249	0.001766268	0.002542679	0.03384546	0.02026828	9	527.1715	0.308566	0.668378	1.07297	1.95008	0.03638814	0.9301234
3540	-10955.48	-9145.132	-1810.352	1.937586	0.001798215	0.001109655	0.02886384	0.02472473	8	526.4934	0.285709	0.648208	1.06835	1.99774	0.0299735	0.9629788
3550	-10961.94	-9163.698	-1798.242	2.159685	0.001838177	-0.001952825	0.03163293	0.02324012	9	527.0252	0.311619	0.670987	1.07352	1.94388	0.0296801	1.065796
3560	-10972.8	-9154.232	-1818.564	1.871503	0.001682464	0.0008148103	0.03850964	0.02115664	7	532.5383	0.277438	0.640615	1.06641	2.01553	0.03932445	0.9792798
3570	-10965.89	-9150.202	-1815.689	2.026715	0.001669725	0.004634274	0.03413371	0.01962964	8	537.1577	0.296443	0.657825	1.07064	1.97509	0.03876798	0.8804613
3580	-10958.36	-9144.097	-1814.265	2.037351	0.001884096	-0.0004171229	0.03656335	0.01810704	9	531.4064	0.297693	0.658928	1.0709	1.97248	0.03614623	1.01154
3590	-10961.87	-9146.834	-1815.036	2.331382	0.001687184	0.0002342136	0.03183119	0.02029469	9	532.7648	0.329864	0.686184	1.07643	1.90752	0.0320654	0.9926958
3600	-10960.54	-9144.599	-1815.944	2.067012	0.001753533	0.002442807	0.0314179	0.01794463	9	532.4244	0.301145	0.661956	1.07158	1.96532	0.03386071	0.9278572
3610	-10962.76	-9150.712	-1812.049	1.997314	0.001778816	-0.0004270704	0.02809971	0.02258879	11	532.324	0.292954	0.654728	1.06992	1.9824	0.02767264	1.015433
3620	-10973.97	-9159.166	-1814.806	2.106457	0.00169849	0.002386872	0.0354911	0.01542099	10	527.8196	0.30566	0.665877	1.07244	1.95602	0.03787797	0.9369852
3630	-10954.77	-9148.18	-1806.593	2.144623	0.001823132	0.0005579395	0.03351838	0.02289578	10	533.2957	0.309948	0.669561	1.07322	1.94727	0.03407632	0.9836268
3640	-10961.21	-9152.48	-1808.732	2.29709	0.001769983	0.004976063	0.02815355	0.02085644	9	532.1032	0.326334	0.683294	1.07591	1.91446	0.03312961	0.8498001
3650	-10961.94	-9156.471	-1805.465	2.198418	0.001836842	0.002932853	0.03596206	0.01917261	10	536.1628	0.315863	0.67458	1.07424	1.93531	0.03889491	0.9245955
3660	-10965.51	-9146.36	-1819.149	1.735737	0.001565507	0.001736867	0.02813195	0.02228616	7	539.6479	0.259551	0.623608	1.06171	2.05513	0.02986882	0.9418502
3670	-10976.77	-9155.679	-1821.09	2.120014	0.001679784	0.003262698	0.03066058	0.01823012	6	538.5269	0.307192	0.667198	1.07272	1.95289	0.03392328	0.9038213
3680	-10968.27	-9147.579	-1820.693	2.092986	0.001749799	-0.00118879	0.03065452	0.01705111	7	531.7522	0.304127	0.664551	1.07215	1.95917	0.02946573	1.040345
3690	-10970.87	-9163.309	-1807.557	3.058937	0.0017164	0.002020003	0.03355495	0.01956277	9	534.4508	0.393771	0.73474	1.08279	1.7887	0.03557496	0.9432184
3700	-10963.52	-9158.922	-1804.594	1.924134	0.001792636	0.002100728	0.03180386	0.01857958	8	533.6606	0.284047	0.646696	1.06797	2.00129	0.03390459	0.93804
3710	-10975.38	-9162.018	-1813.364	2.022386	0.001651708	0.003257137	0.03034474	0.01873457	7	537.152	0.295932	0.657373	1.07054	1.97615	0.03360188	0.9030668
3720	-10968	-9154.759	-1813.24	2.423094	0.001752005	0.00304592	0.0322341	0.02055055	8	534.8364	0.339042	0.693586	1.0777	1.88967	0.03528002	0.9136645
3730	-10982.03	-9161.284	-1820.742	2.690949	0.001871507	0.001602097	0.03342066	0.0213229	7	534.6052	0.363844	0.712841	1.0805	1.84282	0.03502275	0.9542555
3740	-10976.82	-9151.991	-1824.83	2.801356	0.001730976	-0.003127612	0.03624652	0.01910415	7	536.4284	0.373286	0.719901	1.08134	1.82547	0.03311891	1.094436
3750	-10988.41	-9151.63	-1836.781	1.992129	0.001750685	0.002706967	0.0289598	0.02060113	6	539.3632	0.292333	0.654174	1.06979	1.9837	0.03166676	0.9145171
3760	-10983.41	-9146.155	-1837.257	2.182667	0.00175313	0.004589057	0.03096315	0.02309862	6	539.8399	0.314146	0.673131	1.07395	1.93877	0.03555221	0.8709206
3770	-10981.79	-9141.46	-1840.326	2.221241	0.001578474	-0.004710041	0.030326	0.02240023	7	534.0327	0.318327	0.676651	1.07465	1.93037	0.02561596	1.183871
3780	-10977.5	-9135.194	-1842.302	2.190539	0.001600055	0.003564882	0.02823859	0.02017709	6	532.9716	0.315006	0.673858	1.0741	1.93704	0.03180347	0.887909
3790	-10990.18	-9142.606	-1847.574	1.951051	0.001766149	-0.002294545	0.02693937	0.02196614	6	532.3715	0.287361	0.649706	1.06872	1.99422	0.02464483	1.093105
3800	-10964.15	-9133.771	-1830.374	2.273932	0.001707607	-0.001501809	0.03219966	0.01949014	8	531.0644	0.323919	0.681304	1.07554	1.91923	0.03069785	1.048922
3810	-10963.3	-9132.438	-1830.861	1.920791	0.001711734	0.002472014	0.02711859	0.02002742	8	524.6015	0.283633	0.646318	1.06788	2.00217	0.0295906	0.9164595
3820	-10972.71	-9136.675	-1836.036	1.594567	0.001505809	0.0009852829	0.02899021	0.01949918	7	518.6777	0.239568	0.603576	1.05552	2.10133	0.02997549	0.9671304
3830	-10976.21	-9136.593	-1839.617	2.238382	0.00154268	0.002435854	0.02866503	0.01842227	7	521.6799	0.320161	0.678184	1.07495	1.9267	0.03110089	0.921679
3840	-10987.84	-9149.757	-1838.086	1.978315	0.001565211	0.005459497	0.02921523	0.01997618	8	526.9341	0.290672	0.652688	1.06944	1.9872	0.03467473	0.8425511
3850	-10981.3	-9136.521	-1844.781	2.135524	0.001573529	0.001923662	0.02666591	0.01823233	6	530.8451	0.308933	0.668692	1.07304	1.94934	0.02858957	0.9327145
3860	-10978.55	-9134.031	-1844.515	2.08436	0.001643817	0.002488985	0.03136209	0.01858675	7	528.3041	0.303141	0.663695	1.07196	1.9612	0.03385108	0.9264725
3870	-10977.51	-9131.514	-1845.996	2.391942	0.001622337	0.002146311	0.02950235	0.01803813	6	539.5161	0.335966	0.691123	1.07729	1.89562	0.03164866	0.9321832
3880	-10973.14	-9136.787	-1836.355	1.712195	0.00166865	0.0005031624	0.03168502	0.01953271	7	537.2951	0.256321	0.620447	1.06078	2.06245	0.03218818	0.9843681
3890	-10973.44	-9128.564	-1844.88	1.88716	0.001625935	0.0006985818	0.03161128	0.01626963	6	536.8112	0.279422	0.642452	1.06689	2.01123	0.03230986	0.9783787
3900	-10984.31	-9137.21	-1847.101	1.799513	0.001691037	-0.003072013	0.03602395	0.01522832	5	538.7423	0.268108	0.631847	1.06406	2.03599	0.03295194	1.093227
3910	-10966.98	-9125.934	-1841.045	1.943804	0.00161593	8.587439e-05	0.03596858	0.0168552	7	534.8845	0.286473	0.648902	1.06852	1.99611	0.03605446	0.9976182
3920	-10961.01	-9126.827	-1834.181	2.390992	0.001660845	0.003023501	0.03280501	0.01936488	8	536.0156	0.335872	0.691047	1.07728	1.8958	0.03582851	0.9156119
3930	-10976.63	-9134.036	-1842.598	2.026505	0.001692999	0.001315279	0.03485677	0.01862918	6	538.8373	0.296418	0.657803	1.07064	1.97514	0.03617205	0.9636382
3940	-10973.09	-9130.002	-1843.091	1.982595	0.001705429	0.003398155	0.02892739	0.01879102	6	535.6445	0.291188	0.65315	1.06955	1.98611	0.03232554	0.8948771
3950	-10982.62	-9134.672	-1847.943	2.254596	0.001760369	0.0004532743	0.0329996	0.02035319	5	529.3641	0.321883	0.679616	1.07523	1.92327	0.03345288	0.9864504
3960	-10971.84	-9125.155	-1846.682	2.103945	0.001480801	-0.0002613239	0.03352438	0.01997506	7	538.6634	0.305375	0.665631	1.07239	1.95661	0.03326306	1.007856
3970	-10973.32	-9131.106	-1842.214	1.955658	0.001598982	0.006916404	0.02230144	0.02148052	8	530.9019	0.287923	0.650214	1.06884	1.99302	0.02921785	0.7632815
3980	-10981.31	-9135.536	-1845.774	2.522003	0.001653917	0.0006101577	0.03146796	0.01823552	7	535.4556	0.348533	0.70108	1.07887	1.87151	0.03207812	0.980979
3990	-10966.27	-9115.885	-1850.386	2.187798	0.001594738	0.002097409	0.03085988	0.01573027	7	536.7463	0.314707	0.673605	1.07405	1.93764	0.03295729	0.9363598
4000	-10975.94	-9127.868	-1848.07	2.094285	0.001730291	0.00523377	0.03039404	0.01540791	8	537.7971	0.304276	0.664679	1.07218	1.95887	0.03562781	0.8530987
4010	-10980.06	-9127.255	-1852.804	2.272181	0.00143759	0.002583978	0.03292892	0.01665929	8	528.4246	0.323735	0.681152	1.07552	1.9196	0.03551289	0.9272383
4020	-10978.34	-9113.421	-1864.923	2.476597	0.001562606	0.001962494	0.03633668	0.01920736	5	528.441	0.344227	0.6977	1.07836	1.87972	0.03829917	0.9487589
4030	-10972.6	-9115.456	-1857.149	2.063728	0.001490293	0.001392688	0.03693871	0.01624869	7	520.0798	0.300765	0.661624	1.07151	1.96611	0.0383314	0.9636672
4040	-10976.51	-9127.527	-1848.984	1.984283	0.001658055	0.0003842231	0.03151145	0.01589883	7	530.9991	0.291391	0.653332	1.06959	1.98569	0.03189568	0.9879538
4050	-10969.75	-9116.24	-1853.507	2.046534	0.001644767	0.0005851969	0.02712054	0.01618088	6	530.4559	0.298767	0.659873	1.07111	1.97025	0.02770574	0.9788781
4060	-10959.58	-9115.504	-1844.076	1.904468	0.001541938	0.004916997	0.02722092	0.01742754	8	534.0006	0.281598	0.644455	1.0674	2.00654	0.03213792	0.8470032
4070	-10975.12	-9130.408	-1844.709	2.165891	0.00154041	-0.0006172265	0.03501272	0.01781178	8	538.377	0.312304	0.671569	1.07364	1.94249	0.03439549	1.017945
4080	-10960.78	-9123.976	-1836.807	1.886914	0.001584916	0.004314909	0.02851348	0.01864289	8	537.4126	0.279391	0.642423	1.06688	2.0113	0.03282839	0.8685617
4090	-10964.11	-9117.488	-1846.619	1.903041	0.001573685	0.005270489	0.02833341	0.01890034	7	539.4315	0.281419	0.644291	1.06736	2.00693	0.0336039	0.8431584
4100	-10965.57	-9118.788	-1846.783	2.246795	0.001614127	0.001286025	0.03528784	0.01759005	6	534.7509	0.321056	0.678929	1.07509	1.92492	0.03657386	0.9648376
4110	-10972.79	-9120.863	-1851.923	1.988484	0.001533821	0.006988776	0.032978	0.01661016	5	527.7565	0.291896	0.653783	1.0697	1.98462	0.03996677	0.8251354
4120	-10973.2	-9138.739	-1834.458	2.160454	0.001674519	0.005210878	0.03017786	0.01739732	7	522.6378	0.311704	0.671059	1.07353	1.94371	0.03538873	0.8527532
4130	-10981.95	-9140.706	-1841.247	2.136694	0.001558869	0.001201991	0.02758416	0.0200981	7	532.1093	0.309064	0.668804	1.07306	1.94907	0.02878615	0.9582441
4140	-10975.96	-9124.66	-1851.3	2.056871	0.001657776	-0.001973642	0.03243538	0.01701813	6	530.6496	0.29997	0.660928	1.07135	1.96775	0.03046173	1.064791
4150	-10970.19	-9117.448	-1852.737	2.098006	0.00165189	0.003809103	0.03531296	0.01669032	6	523.7663	0.3047	0.665047	1.07226	1.95799	0.03912206	0.9026354
4160	-10981.3	-9113.658	-1867.64	2.212492	0.001560069	0.002063165	0.0270114	0.02048	5	532.4092	0.317386	0.675861	1.0745	1.93225	0.02907457	0.9290389
4170	-10985.73	-9122.114	-1863.619	2.465996	0.001517174	-0.0006082955	0.0266046	0.01940146	6	539.0696	0.343209	0.696896	1.07823	1.88166	0.0259963	1.023399
4180	-10967.5	-9095.736	-1871.764	2.194408	0.001593137	0.0004665784	0.02634109	0.01843757	7	531.232	0.315427	0.674213	1.07417	1.93619	0.02680766	0.9825953
4190	-10974.23	-9104.244	-1869.986	1.842614	0.001558216	-0.0008539262	0.03078593	0.01797429	6	533.7355	0.273735	0.637161	1.0655	2.0236	0.029932	1.028529
4200	-10998.2	-9126.843	-1871.36	2.454307	0.001555296	0.004910987	0.03118372	0.01891237	5	531.7145	0.342081	0.696004	1.07809	1.88383	0.03609471	0.8639416
4210	-10971.3	-9112.693	-1858.605	1.981352	0.001558649	0.002633369	0.02395049	0.0192184	7	536.5453	0.291039	0.653016	1.06952	1.98643	0.02658386	0.9009411
4220	-10976.65	-9115.639	-1861.016	1.533193	0.001668975	0.0008416225	0.0232616	0.01747051	7	538.4561	0.230405	0.59399	1.05231	2.12329	0.02410322	0.9650826
4230	-10959.28	-9100.559	-1858.722	1.962076	0.001576911	0.002248371	0.02623444	0.0188588	8	535.426	0.288705	0.650919	1.06901	1.99136	0.02848281	0.9210622
4240	-10959.71	-9095.297	-1864.415	2.096706	0.001596622	-0.0003946629	0.02765814	0.01686811	7	536.6716	0.304552	0.664918	1.07223	1.9583	0.02726347	1.014476
4250	-10976.77	-9100.754	-1876.02	1.549311	0.001400753	0.00110975	0.03403636	0.01605055	6	534.7363	0.23284	0.596564	1.05319	2.11741	0.03514611	0.9684247
4260	-10976.21	-9115.249	-1860.959	2.158914	0.001473463	0.003828213	0.02676984	0.01841564	7	536.9608	0.311534	0.670914	1.0735	1.94405	0.03059805	0.874887
4270	-10965.19	-9105.648	-1859.54	1.933276	0.001452644	0.004626139	0.02455298	0.01582748	9	536.0776	0.285178	0.647725	1.06823	1.99887	0.02917911	0.8414572
4280	-10974.25	-9113.65	-1860.595	1.973595	0.001470921	0.0009515945	0.03281453	0.0149686	9	533.5698	0.290102	0.652176	1.06931	1.98841	0.03376613	0.9718181
4290	-10971.98	-9098.176	-1873.806	1.792795	0.001559051	0.003382767	0.02634862	0.01583605	5	535.1341	0.26722	0.631001	1.06382	2.03796	0.02973139	0.8862224
4300	-10974.02	-9095.894	-1878.13	1.845378	0.001526886	-0.001562651	0.02884976	0.01595185	5	530.0516	0.274092	0.637495	1.06559	2.02282	0.02728711	1.057267
4310	-10965.88	-9096.91	-1868.97	2.217391	0.001478569	0.001341193	0.02934448	0.01642208	6	537.7767	0.317913	0.676304	1.07459	1.9312	0.03068567	0.9562925
4320	-10963.99	-9092.754	-1871.237	2.11405	0.001428103	0.0025639	0.02482705	0.01620107	6	533.1304	0.306519	0.666618	1.0726	1.95426	0.02739095	0.9063961
4330	-10963.58	-9094.155	-1869.422	2.079195	0.001520408	0.006332273	0.02890653	0.01907274	6	532.4518	0.302548	0.663179	1.07185	1.96242	0.03523881	0.820304
4340	-10961.84	-9099.322	-1862.513	1.947184	0.001719608	-0.001594233	0.03249304	0.01755802	7	529.9471	0.286887	0.649277	1.06861	1.99523	0.0308988	1.051595
4350	-10955.6	-9096.061	-1859.542	1.733315	0.001488485	0.003211472	0.02176099	0.01886394	6	534.8734	0.259221	0.623286	1.06162	2.05587	0.02497246	0.8713994
4360	-10949.89	-9087.727	-1862.166	1.793887	0.001594509	0.003077645	0.03595294	0.01759217	6	527.3553	0.267365	0.631139	1.06386	2.03764	0.03903058	0.9211479
4370	-10950.68	-9093.044	-1857.633	1.908026	0.001722617	-0.0004697534	0.02878053	0.0200316	6	535.7572	0.282043	0.644863	1.06751	2.00559	0.02831077	1.016593
4380	-10946.07	-9086.322	-1859.745	1.627422	0.001534568	0.001548715	0.02584087	0.01771429	7	533.0912	0.244352	0.608478	1.0571	2.09007	0.02738959	0.9434561
4390	-10944.55	-9097.903	-1846.646	2.030903	0.001704042	0.002164519	0.02526785	0.01679724	8	524.6911	0.296936	0.65826	1.07074	1.97406	0.02743237	0.9210962
4400	-10944.3	-9103.889	-1840.413	2.095399	0.001618353	0.005063035	0.03510875	0.01574146	9	529.915	0.304403	0.664789	1.0722	1.9586	0.04017179	0.8739654
4410	-10944.02	-9107.982	-1836.036	1.661176	0.001708631	-4.309253e-05	0.03245781	0.01905565	8	531.0403	0.249182	0.613357	1.05863	2.07883	0.03241471	1.001329
4420	-10942.13	-9103.857	-1838.269	2.098368	0.001694896	0.004645585	0.02886216	0.01770048	7	528.1372	0.304741	0.665082	1.07227	1.95791	0.03350775	0.8613579
4430	-10946.93	-9111.66	-1835.274	2.203788	0.001526784	0.001206672	0.03338589	0.01922859	8	536.1758	0.316445	0.675071	1.07434	1.93414	0.03459256	0.9651176
4440	-10946.05	-9119.967	-1826.079	2.073769	0.001621252	0.001124791	0.03096324	0.0197162	8	534.8596	0.301924	0.662636	1.07173	1.96371	0.03208803	0.9649467
4450	-10962.14	-9125.359	-1836.782	1.451807	0.001600468	-0.001993017	0.03290575	0.02004096	8	536.9681	0.217781	0.580333	1.04746	2.15442	0.03091273	1.064472
4460	-10956.89	-9116.373	-1840.521	1.790073	0.001547156	-0.001389731	0.03077512	0.02216392	8	532.887	0.26686	0.630657	1.06372	2.03876	0.02938538	1.047293
4470	-10953.62	-9112.128	-1841.494	2.219694	0.001563705	0.000358207	0.02942032	0.01807096	8	519.5334	0.318161	0.676512	1.07463	1.9307	0.02977853	0.987971
4480	-10942.96	-9110.201	-1832.761	1.960014	0.001686106	0.003180122	0.02790645	0.01770585	9	518.4398	0.288454	0.650693	1.06896	1.9919	0.03108657	0.8977011
4490	-10952.77	-9123.908	-1828.866	1.80048	0.001703191	5.725517e-05	0.03019598	0.0173347	9	519.6492	0.268236	0.631969	1.06409	2.03571	0.03025323	0.9981075
4500	-10959.99	-9123.317	-1836.677	2.108114	0.001584556	0.0002404152	0.03550523	0.01945685	8	529.6545	0.305848	0.666039	1.07247	1.95564	0.03574565	0.9932743
4510	-10964.12	-9127.375	-1836.74	1.809251	0.001663864	-0.0006283901	0.02861216	0.01628783	7	522.3354	0.269391	0.633065	1.06439	2.03315	0.02798377	1.022456
4520	-10954.23	-9115.741	-1838.489	2.011877	0.001600924	0.001560962	0.02985595	0.02199883	7	529.7408	0.294688	0.656271	1.07028	1.97876	0.03141691	0.9503146
4530	-10954.9	-9117.587	-1837.315	1.757177	0.001491502	0.0004216357	0.02716641	0.01672808	8	536.9448	0.26246	0.62643	1.06253	2.04858	0.02758805	0.9847167
4540	-10970.03	-9117.467	-1852.559	1.482615	0.00156416	0.00267554	0.02545455	0.01769522	6	533.2175	0.222624	0.585637	1.04938	2.14235	0.02813009	0.9048869
4550	-10965.24	-9120.448	-1844.792	1.950076	0.001643747	-0.001521515	0.03579831	0.0186304	8	534.8296	0.287241	0.649598	1.06869	1.99447	0.0342768	1.044389
4560	-10967.57	-9122.968	-1844.606	2.184365	0.001519534	0.0006660021	0.03255226	0.0177962	8	537.1841	0.314332	0.673288	1.07399	1.93839	0.03321826	0.9799507
4570	-10953.95	-9106.218	-1847.73	2.096476	0.001589269	0.001347966	0.02436276	0.01654031	8	523.2284	0.304525	0.664896	1.07223	1.95835	0.02571073	0.9475719
4580	-10940.76	-9093.617	-1847.146	2.261212	0.001568097	0.0007047008	0.03071145	0.01695579	8	521.0661	0.322582	0.680196	1.07534	1.92189	0.03141615	0.9775688
4590	-10956.6	-9101.518	-1855.086	1.879192	0.001509388	-0.004616585	0.03987745	0.01620495	7	525.4768	0.278414	0.64152	1.06665	2.01342	0.03526086	1.130927
4600	-10963.27	-9115.025	-1848.245	2.000851	0.001524282	0.00143049	0.03324501	0.01805242	6	522.6657	0.293376	0.655104	1.07001	1.98151	0.0346755	0.9587464
4610	-10949.69	-9106.888	-1842.798	1.649921	0.001468642	-0.001271229	0.0305047	0.01746031	8	534.0067	0.247581	0.611747	1.05813	2.08254	0.02923347	1.043485
4620	-10942.14	-9095.415	-1846.726	2.309841	0.001480998	0.002715507	0.02744765	0.01801198	8	530.1416	0.327653	0.684377	1.07611	1.91186	0.03016316	0.9099727
4630	-10953.35	-9097.567	-1855.783	2.177756	0.001339205	0.004470198	0.02619577	0.01787934	8	530.7085	0.313609	0.672676	1.07386	1.93985	0.03066596	0.8542293
